0,1,2,3
By 2 Coffee,Maddur Vade [150 Gm],₹50,
By 2 Coffee,Masala Avalakki [150 Gm],₹70,
By 2 Coffee,Masala Congress [200 Gm],₹70,
By 2 Coffee,Masala Kadle [200 Gm],₹70,
By 2 Coffee,Mix Mixture [200 Gm],₹70,
By 2 Coffee,Moongdal,₹60,
By 2 Coffee,Mota Sev [200 Gm],₹70,
By 2 Coffee,Muruku [200 Gm],₹70,
By 2 Coffee,Om Pudi [150 Gm],₹50,
By 2 Coffee,Potato Masala Chips [200 Gm],₹110,
By 2 Coffee,Ravaidli Mix,₹110,
By 2 Coffee,Red Mixture [200 Gm],₹70,
By 2 Coffee,Rice Kodubale [150 Gm],₹70,
By 2 Coffee,Shankara Pali [200 Gm],₹70,
By 2 Coffee,Special By 2 Batter(Idly Batter),₹80,
By 2 Coffee,Special Kharaboondi [200 Gm],₹80,
By 2 Coffee,Pure Ghee Badam Halwa,₹50,
By 2 Coffee,Pure Ghee Mysore Pak,₹50,
Crusto's - Cheese Burst Pizza,Crusto's Chicken Pepperoni Pizza,₹459,"Cheese burst Pizza topped with chicken pepperoni, mozzarella cheese, cheddar cheese and our ... read more"
Crusto's - Cheese Burst Pizza,Chicken Tornado Pizza,₹459,"Cheese burst Pizza topped with peri peri chicken, garlic and herb chicken, barbeque ... read more"
Crusto's - Cheese Burst Pizza,Crusto's Half & Half Large Pizza,₹799,Choose any two pizza flavours to make your Half & Half Pizza
Crusto's - Cheese Burst Pizza,Crusto's Half & Half Medium Pizza,₹559,Choose any two flavours of pizza to make your half and half medium ... read more
Crusto's - Cheese Burst Pizza,Chicken Mexicana Pizza,₹399,"Cheese burst Pizza topped with herb and garlic chicken, corn, jalapenos, green bell ... read more"
Crusto's - Cheese Burst Pizza,Classic Margherita Pizza,₹339,"Cheese burst Pizza topped with mozzarella cheese, cheddar cheese and our signature marinara ... read more"
Crusto's - Cheese Burst Pizza,Corn Exotica Pizza,₹369,"Cheese burst Pizza topped with corn, green bell peppers, onion, mozzarella cheese, cheddar ... read more"
Crusto's - Cheese Burst Pizza,Garden Fresh Pizza,₹369,"Cheese burst Pizza topped with onion, tomato, green bell peppers, mozzarella cheese, cheddar ... read more"
Crusto's - Cheese Burst Pizza,Paneer Zingy Spicy Pizza,₹399,"Peri peri paneer, onions, green bell peppers, jalapenos, corn, red paprika, mozzarella cheese, ... read more"
Crusto's - Cheese Burst Pizza,Farmville Pizza,₹399,"Cheese burst Pizza topped with olives, green, yellow and red bell peppers, onion, ... read more"
Crusto's - Cheese Burst Pizza,Veg Mexicana Pizza,₹399,"Cheese burst Pizza topped with onions, tomatoes, green bell peppers, jalapenos, red paprika, ... read more"
Crusto's - Cheese Burst Pizza,Veg Extravaganza Pizza,₹439,"Cheese burst Pizza topped with olives, yellow and red bell peppers, onion, jalapenos, ... read more"
Crusto's - Cheese Burst Pizza,Smoky BBQ Pizza,₹389,"Cheese burst Pizza topped with barbeque chicken, onion, mozzarella cheese, cheddar cheese and ... read more"
Crusto's - Cheese Burst Pizza,Greek Style Chicken Pizza,₹399,"Cheese burst Pizza topped with herb and garlic chicken, olives, sundried tomatoes, mozzarella ... read more"
Crusto's - Cheese Burst Pizza,Chicken Mexicana Pizza,₹399,"Cheese burst Pizza topped with herb and garlic chicken, corn, jalapenos, green bell ... read more"
Crusto's - Cheese Burst Pizza,Fiery Peri Peri Chicken Pizza,₹429,"Cheese burst Pizza topped with peri peri chicken, red paprika, jalapenos, mozzarella cheese, ... read more"
Crusto's - Cheese Burst Pizza,Chicken Fiesta Pizza,₹439,"Cheese burst Pizza topped with peri peri chicken, barbeque chicken, chicken tikka, onion, ... read more"
Crusto's - Cheese Burst Pizza,Chicken Hotshot Pizza,₹439,"Cheese burst Pizza topped with peri peri chicken, garlic and herb chicken, tandoori ... read more"
Crusto's - Cheese Burst Pizza,Chicken Extravaganza Pizza,₹459,"Cheese burst Pizza topped with peri peri chicken, garlic and herb chicken, tandoori ... read more"
Crusto's - Cheese Burst Pizza,Chicken Overload Pizza,₹459,"Cheese burst Pizza topped with peri peri chicken, barbeque chicken, tandoori chicken, chicken ... read more"
Crusto's - Cheese Burst Pizza,Chicken Tornado Pizza,₹459,"Cheese burst Pizza topped with peri peri chicken, garlic and herb chicken, barbeque ... read more"
Crusto's - Cheese Burst Pizza,Crustos Ultimate Chicken Madness Pizza,₹459,"Cheese burst Pizza topped with barbeque chicken, Peri Peri chicken, herb and garlic ... read more"
Crusto's - Cheese Burst Pizza,Crusto's Chicken Pepperoni Pizza,₹459,"Cheese burst Pizza topped with chicken pepperoni, mozzarella cheese, cheddar cheese and our ... read more"
Crusto's - Cheese Burst Pizza,Crusto's Pork Pepperoni Pizza,₹459,"Cheese burst Pizza topped with pork pepperoni, mozzarella cheese, cheddar cheese and our ... read more"
Crusto's - Cheese Burst Pizza,Crusto's Spicy Chicken Pepperoni Pizza,₹459,"Cheese burst Pizza topped with chicken pepperoni, jalapenos, red paprika, mozzarella cheese, cheddar ... read more"
Crusto's - Cheese Burst Pizza,Crusto's Spicy Pork Pepperoni Pizza,₹459,"Cheese burst Pizza topped with pork pepperoni, jalapenos, red paprika, mozzarella cheese, cheddar ... read more"
Crusto's - Cheese Burst Pizza,Inferno Pizza,₹459,"Cheese burst Pizza topped with bacon, pork pepperoni, mozzarella cheese, cheddar cheese and ... read more"
Crusto's - Cheese Burst Pizza,Crusto's Half & Half Medium Pizza,₹559,Choose any two flavours of pizza to make your half and half medium ... read more
Crusto's - Cheese Burst Pizza,Crusto's Half & Half Large Pizza,₹799,Choose any two pizza flavours to make your Half & Half Pizza
Crusto's - Cheese Burst Pizza,True Greek Feta Pizza,₹399,"Cheese burst Pizza topped with Creamy Spinach, Sundried tomatoes, feta cheese, mozzarella cheese, ... read more"
Crusto's - Cheese Burst Pizza,Sunrise Pineapple Paneer Pizza,₹399,"Cheese burst Pizza topped with smoked peri peri pineapple, peri peri paneer, green ... read more"
Crusto's - Cheese Burst Pizza,Italian Cheese Garlic Bread,₹219,"Our signature garlic bread baked in-house, topped with Jalapenos and corn! A perfect ... read more"
Crusto's - Cheese Burst Pizza,Italian Pork Pepperoni Cheese Garlic Bread,₹259,"Our signature garlic bread baked in-house, topped with pork pepperoni! A perfect compliment ... read more"
Crusto's - Cheese Burst Pizza,Bacon Cheese Garlic Bread,₹269,"Our signature garlic bread baked in-house, topped with bacon! A perfect compliment to ... read more"
Crusto's - Cheese Burst Pizza,Popeye's Spinach Garlic Bread,₹239,"Our signature garlic bread baked in-house, topped with creamy spinach, sundried tomatoes, feta ... read more"
Crusto's - Cheese Burst Pizza,Hawaiian Pineapple Garlic Bread,₹239,"Our signature garlic bread baked in-house, topped with smoked pineapple, peri peri paneer"
Crusto's - Cheese Burst Pizza,Coke [250ml],₹57,
Crusto's - Cheese Burst Pizza,Thums Up [250ml],₹57,
Crusto's - Cheese Burst Pizza,Sprite [250ml],₹57,
Crusto's - Cheese Burst Pizza,Mango Pineapple Smoothie,₹89,"100% Natural mango smoothie with pineapple. No added sugar, preservatives, or colour. Vegan-friendly ... read more"
Crusto's - Cheese Burst Pizza,Mixed Fruit Juice,₹89,"100% Natural fruit juice with mango, pineapple, sugarcane, pomegranate, and carrot. No added ... read more"
Hamza Hotel,Chicken Kebab,₹175,
Hamza Hotel,Ghee Rice,₹85,Enjoy deliciously aromatic and simple yet tasteful Ghee Rice prepared with desi ghee ... read more
Hamza Hotel,Mutton Biryani,₹290,Mutton Biryani is a flavourful lamb biryani evoking the nostalgia of timeless Nizami ... read more
Hamza Hotel,Chicken Biryani,₹230,Chicken Biryani is an ageless royal aromatic rice delicacy that is loaded with ... read more
Hamza Hotel,Butter Chicken,₹190,Butter Chicken is soul food loaded with fragrant golden chicken pieces soaked in ... read more
Hamza Hotel,Tandoori Chicken Masala,₹250,Tender succulent tandoori chicken in a special delicious gravy. A delicious treat.
Hamza Hotel,Methi Mutton,₹190,Mutton with fresh fenugreek leaves cooked in onion based modarately spiced gravy.
Hamza Hotel,Mutton Masala,₹190,"Amazingly tasty mutton curry masala cooked with whole spices, onion, ginger, garlic based ... read more"
Hamza Hotel,Mutton Pepper Roast,₹200,
Hamza Hotel,Tandoori Chicken,₹195,Tandoori Chicken is an iconic smoky chicken formula worshipped for its authentic & ... read more
Hamza Hotel,Mutton Seekh,₹125,"Primed with juicy minced mutton & a blend of flavourful spices, Mutton Seekh ... read more"
Hamza Hotel,Mughlai Chicken,₹200,Tender chicken cooked in a rich mildly spicy gravy with freshly grounded Indian ... read more
Hamza Hotel,Hyderabadi Chicken,₹190,
Hamza Hotel,Kadai Chicken,₹190,Succulent tender chicken cooked in a deliciously flavorful freshly pounded kadai masala.
Hamza Hotel,Chicken Tikka,₹220,
Hamza Hotel,Punjabi Chicken,₹200,Punjabi Chicken is a delectable chicken curry that tastes heavenly due to a ... read more
Hamza Hotel,Veg Fried Rice,₹130,
Hamza Hotel,Grilled Chicken,₹195,Grilled Chicken is a delightful grilled chicken recipe that enjoys a cult like ... read more
Hamza Hotel,Methi Chicken,₹190,
Hamza Hotel,Chicken Fried Rice,₹180,"Chicken Fried Rice is rice delicacy loaded with tender chicken chunks, fragrant basmati ... read more"
Hamza Hotel,Paneer Butter Masala,₹170,"A popular paneer delight, creamy and indulgent dish cooked in a onion tomato ... read more"
Hamza Hotel,Chicken Do Pyaza,₹200,
Hamza Hotel,Mutton Punjabi,₹200,
Hamza Hotel,Grilled Chicken,₹195,Grilled Chicken is a delightful grilled chicken recipe that enjoys a cult like ... read more
Hamza Hotel,Tandoori Chicken,₹195,Tandoori Chicken is an iconic smoky chicken formula worshipped for its authentic & ... read more
Hamza Hotel,Barbecue Chicken,₹210,
Hamza Hotel,Chicken Tikka,₹220,
Hamza Hotel,Chicken Chops,₹200,
Hamza Hotel,Chicken Kebab,₹175,
Hamza Hotel,Mughlai Chicken,₹200,Tender chicken cooked in a rich mildly spicy gravy with freshly grounded Indian ... read more
Hamza Hotel,Chicken Do Pyaza,₹200,
Hamza Hotel,Hyderabadi Chicken,₹190,
Hamza Hotel,Butter Chicken,₹190,Butter Chicken is soul food loaded with fragrant golden chicken pieces soaked in ... read more
Hamza Hotel,Punjabi Chicken,₹200,Punjabi Chicken is a delectable chicken curry that tastes heavenly due to a ... read more
Hamza Hotel,Chicken Kali Mirch,₹190,
Hamza Hotel,Chicken Bharta,₹220,
Hamza Hotel,Chicken Masala,₹190,
Hamza Hotel,Methi Chicken,₹190,
Hamza Hotel,Kadai Chicken,₹190,Succulent tender chicken cooked in a deliciously flavorful freshly pounded kadai masala.
Hamza Hotel,Chicken Chatpat,₹200,
Hamza Hotel,Chicken Saagwala,₹200,
Hamza Hotel,Tandoori Chicken Masala,₹250,Tender succulent tandoori chicken in a special delicious gravy. A delicious treat.
Hamza Hotel,Mutton Rogan Josh,₹190,
Hamza Hotel,Methi Mutton,₹190,Mutton with fresh fenugreek leaves cooked in onion based modarately spiced gravy.
Hamza Hotel,Mutton Achari,₹200,
Hamza Hotel,Kadai Mutton,₹190,
Hamza Hotel,Mutton Chatpat,₹200,
Hamza Hotel,Mutton Punjabi,₹200,
Hamza Hotel,Mutton Saagwala,₹200,
Hamza Hotel,Mutton Hyderabadi,₹190,
Hamza Hotel,Mutton Masala,₹190,"Amazingly tasty mutton curry masala cooked with whole spices, onion, ginger, garlic based ... read more"
Hamza Hotel,Mutton Kolhapuri,₹200,
Hamza Hotel,Mutton Pepper Roast,₹200,
Hamza Hotel,Mutton Kassa,₹200,
Hamza Hotel,Dal Fry,₹120,Daal fry
Hamza Hotel,Paneer Butter Masala,₹170,"A popular paneer delight, creamy and indulgent dish cooked in a onion tomato ... read more"
Hamza Hotel,Kadai Paneer,₹170,
Hamza Hotel,Palak Paneer,₹170,
Hamza Hotel,Paneer Matar Masala,₹180,
Hamza Hotel,Ghee Rice,₹85,Enjoy deliciously aromatic and simple yet tasteful Ghee Rice prepared with desi ghee ... read more
Hamza Hotel,Jeera Rice,₹100,
Hamza Hotel,Plain Rice,₹55,
Hamza Hotel,Egg Biryani,₹180,
Hamza Hotel,Chicken Biryani,₹230,Chicken Biryani is an ageless royal aromatic rice delicacy that is loaded with ... read more
Hamza Hotel,Theethar Biryani,₹230,
Hamza Hotel,Mutton Biryani,₹290,Mutton Biryani is a flavourful lamb biryani evoking the nostalgia of timeless Nizami ... read more
Hamza Hotel,Kerala Paratha,₹28,
Hamza Hotel,Ceylon Paratha,₹30,
Hamza Hotel,2 Coin Paratha,₹42,
Hamza Hotel,Irani Paratha,₹45,
Hamza Hotel,Wheat Paratha,₹35,
Hamza Hotel,Chapati,₹20,
Hamza Hotel,Veg Fried Rice,₹130,
Hamza Hotel,Egg Fried Rice,₹150,
Hamza Hotel,Chicken Fried Rice,₹180,"Chicken Fried Rice is rice delicacy loaded with tender chicken chunks, fragrant basmati ... read more"
Hamza Hotel,Chicken Schezwan Fried Rice,₹200,"A dish made by tossing rice and crisp chicken in moderately hot, spicy, ... read more"
Hamza Hotel,Mutton Fried Rice,₹200,
Hamza Hotel,Prawns Fried Rice,₹200,
Hamza Hotel,Mutton Seekh,₹125,"Primed with juicy minced mutton & a blend of flavourful spices, Mutton Seekh ... read more"
Absolute Shawarma,Arabian Shawarma,₹120,"Loaded With Well- Marinated Chicken , Veggies And Garlic-Flavored Mayonnaise Wrapped In Khubbus"
Absolute Shawarma,Mexican Shawarma ( Spicy ),₹120,"Well- Marinated Chicken , Veggies Mixed With Spicy Sauce Wrapped In Khubbus"
Absolute Shawarma,New Spicy Shawarma,₹135,Chef'S Special Hot & Spicy Chicken Shawarma
Absolute Shawarma,Peri - Peri Shawarma,₹135,More Chicken And Less Onion Mixed With Mexican Sauce And Wrapped In Khubbus
Absolute Shawarma,Arabian Shawarma On Plate With Fries,₹225,"Minced Chicken And Two Khubbus Served On Your Plate With Garlic Flavoured Mayonnaise,Pickle,Small ... read more"
Absolute Shawarma,Mexican Shawarma On Plate With Fries,₹225,"Minced Chicken And Two Khubbus Served On Your Plate Flavorful Spicy Mayonnaise,Pickle And ... read more"
Absolute Shawarma,New Spicy Shawarma On Plate With Fries,₹240,"Minced Chicken And Two Khubbus Served On Your Plate Flavorful Spicy Mayonnaise,Pickle And ... read more"
Absolute Shawarma,Peri Peri Shawarma On Plate With Fries,₹240,"Minced Chicken And Two Khubbus Served On Your Plate Flavorful Spicy Mayonnaise,Pickle And ... read more"
Absolute Shawarma,Paneer Crunchy Roll Combo,₹240,Paneer Roll + Small Fries + Coco Cola (250 Ml)
Absolute Shawarma,Paneer Crunchy Roll,₹120,Crunchy Paneer Veg Sauce Mixed With Veggied And Erapped In Fresh Khubbus
Absolute Shawarma,Arabian Shawarma Combo,₹240,Arabian Chicken Shawarma + Coco Cola (250 Ml) + Small Fries
Absolute Shawarma,Mexican Shawarma Combo,₹240,Mexican Chicken Shawarma + Coco Cola (250 Ml) + Small Fries
Absolute Shawarma,New Spicy Shawarma Combo,₹255,New Spicy Chicken Shawarma + Coco Cola (250 Ml) + Small Fries + ... read more
Absolute Shawarma,Peri Peri Shawarma Combo,₹255,Peri Peri Chicken Shawarma + Coco Cola (250 Ml) + Small Fries
Absolute Shawarma,Chicken Crunchy,₹150,Crispy outside juicy inside with covering of cornflakes and best quality bread crumbs ... read more
Absolute Shawarma,Chicken Fried,₹180,Chicken dumplings deep fried in vegetable oil
Absolute Shawarma,Chicken Pan Fried,₹195,Chicken dumplings half fried in pan with vegetable oil
Absolute Shawarma,Chicken Steam,₹165,"Chicken mince treated with spring onions & coriander roots, stuffed in flour sheets ... read more"
Absolute Shawarma,Paneer Crunchy,₹135,Crispy outside juicy inside with covering of cornflakes and best quality bread crumbs ... read more
Absolute Shawarma,Paneer Fried,₹180,Paneer dumplings deep fried in vegetable oil
Absolute Shawarma,Paneer Pan Fried,₹180,Paneer dumplings half fried in pan with vegetable oil
Absolute Shawarma,Paneer Steam,₹150,"Crumbled paneer with coriander leaves, onions, ginger & chilli flakes, wrapped in flour ... read more"
Absolute Shawarma,Veg Crunchy,₹120,Crispy outside juicy inside with covering of cornflakes and best quality bread crumbs ... read more
Absolute Shawarma,Veg Fried,₹150,Veg dumplings deep fried in vegetable oil
Absolute Shawarma,Veg Pan Fried,₹165,Veg dumplings half fried in pan with vegetable oil
Absolute Shawarma,Veg Steam,₹135,Finely chopped exotic vegetables combined with star anise& served to your choice
Absolute Shawarma,Chicken Achari Momo,₹150,Chicken dumplings marinated in tangy home made achar  and then baked to ... read more
Absolute Shawarma,Chicken Dahi Kali Mirch,₹150,Chicken dumplings in A flavour of fresh curd twisted with our secret chaat ... read more
Absolute Shawarma,Chicken Tandoori Momo,₹150,Chicken dumplings made in tandoor which gives a smoky flavour.
Absolute Shawarma,Paneer Achari Momo,₹135,Paneer dumplings marinated in tangy home made achar   and then baked ... read more
Absolute Shawarma,Paneer Dahi Kali Mirch,₹135,Paneer dumplings in A flavour of fresh curd twisted with our secret chaat ... read more
Absolute Shawarma,Paneer Tandoori Momo,₹135,Paneer dumplings made in tandoor which gives a smoky flavour.
Absolute Shawarma,Veg Achari Momo,₹120,Veg dumplings marinated in tangy home made achar  and then baked to ... read more
Absolute Shawarma,Veg Dahi Kali Mirch,₹120,Veg dumplings in A flavour of fresh curd twisted with our secret chaat ... read more
Absolute Shawarma,Veg Tandoori Momo,₹120,Vegetable dumplings made in tandoor which gives a smoky flavour.
Absolute Shawarma,Chicken Afghani Momo,₹150,"Chicken dumplings marinated in a rich creamy  with cashew nut paste, cream, ... read more"
Absolute Shawarma,Chicken Malai Momo,₹150,"Chicken dumplings marinated in rich cream,butter,cheese   and then baked to perfection ... read more"
Absolute Shawarma,Paneer Afghani Momo,₹150,"Paneer dumplings marinated in a rich creamy  with cashew nut paste, cream, ... read more"
Absolute Shawarma,Paneer Malai Momo,₹150,"Paneer dumplings marinated in rich cream,butter,cheese   and then baked to perfection ... read more"
Absolute Shawarma,Veg Afghani Momo,₹135,"Vegetable dumplings marinated in a rich creamy  with cashew nut paste, cream, ... read more"
Absolute Shawarma,Veg Malai Momo,₹135,"Veg dumplings marinated in rich cream,butter,cheese   and then baked to perfection ... read more"
Absolute Shawarma,Chicken Momo Burger,₹89,
Absolute Shawarma,Paneer Momo Burger,₹89,
Absolute Shawarma,Veg Momo Burger,₹74,
Absolute Shawarma,Chicken Loaded Fries With Mexican Mayonise,₹195,
Absolute Shawarma,Classic Salted Fries With Tomato Ketchup (Veg),₹120,
Absolute Shawarma,Peri Peri Fries With Tomato Ketchup (Veg),₹135,
Absolute Shawarma,Blueberry Shake,₹105,
Absolute Shawarma,Cappuccino Shake,₹105,
Absolute Shawarma,Chocolate Shake,₹105,
Absolute Shawarma,Oreo Shake,₹105,
Absolute Shawarma,Strawberry Shake,₹105,
Absolute Shawarma,Vanila Shake,₹105,
Absolute Shawarma,Blue Berry,₹105,
Absolute Shawarma,Coke (250ml),₹30,
Absolute Shawarma,Fresh Lime Soda,₹60,
Absolute Shawarma,Kala Katta,₹105,
Absolute Shawarma,Masala Cola,₹60,
Absolute Shawarma,Mint Mojito,₹120,
CTR Shri Sagar,Butter Masale Dose,₹80,Sambar will not be included.
CTR Shri Sagar,Masale Dose,₹70,Sambar will not be included.
CTR Shri Sagar,Butter Plain Dose,₹75,Sambar will not be included.
CTR Shri Sagar,Set Dose,₹70,
CTR Shri Sagar,Kesari Bath,₹40,Sambar will not be included.
CTR Shri Sagar,Chow Chow Bath,₹75,Sambar will not be included.
CTR Shri Sagar,Plain Dose,₹65,Sambar will not be included.
CTR Shri Sagar,Set Dose,₹70,
CTR Shri Sagar,Masale Dose,₹70,Sambar will not be included.
CTR Shri Sagar,Khali Dose,₹69,Sambar will not be included.
CTR Shri Sagar,Butter Masale Dose,₹80,Sambar will not be included.
CTR Shri Sagar,Butter Plain Dose,₹75,Sambar will not be included.
CTR Shri Sagar,Kesari Bath,₹40,Sambar will not be included.
CTR Shri Sagar,Khara Bath,₹35,Sambar will not be included.
CTR Shri Sagar,Chow Chow Bath,₹75,Sambar will not be included.
Delicious Momos,Chicken Steamed Momos [8 Pieces],₹120,
Delicious Momos,Chicken Fried Momos [8 Pieces],₹140,
Delicious Momos,Veg Steamed Momos [8 Pieces],₹85,
Delicious Momos,Chicken Schezwan Momos [8 Pieces],₹170,
Delicious Momos,Veg Fried Momos [8 Pieces],₹100,
Delicious Momos,Veg Chilli Momos [8 Pieces],₹130,
Delicious Momos,Veg Schezwan Momos [8 Pieces],₹130,
Delicious Momos,Veg Steamed Momos [8 Pieces],₹85,
Delicious Momos,Veg Fried Momos [8 Pieces],₹100,
Delicious Momos,Veg Schezwan Momos [8 Pieces],₹130,
Delicious Momos,Veg Chilli Momos [8 Pieces],₹130,
Delicious Momos,Chicken Steamed Momos [8 Pieces],₹120,
Delicious Momos,Chicken Fried Momos [8 Pieces],₹140,
Delicious Momos,Chicken Schezwan Momos [8 Pieces],₹170,
Delicious Momos,Chicken Chilli Momos [8 Pieces],₹170,
Olio - The Wood Fired Pizzeria,Greek Goddess Pizza,₹369,Our signature pizza crust loaded with feta cheese + mozzarella cheese + cheddar ... read more
Olio - The Wood Fired Pizzeria,Cheddar Chicken Tikka Pizza [Multigrain],₹359,"Cheesey pizza with multigrain base, classic mozzarella cheese, cheddar cheese, chicken tikka, olives ... read more"
Olio - The Wood Fired Pizzeria,Smoked Hawaiian Pizza,₹329,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Peri Peri Chicken Pizza,₹349,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Farmhouse Pizza [Multigrain],₹349,"Yumm pizza, with multigrain base, classic mozzarella cheese, cheddar cheese, olives, red paprika, ... read more"
Olio - The Wood Fired Pizzeria,Deluxe Veggie Pizza,₹279,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Queen Margherita Pizza,₹439,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Mexican Wave Pizza,₹289,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Paneer Red-Hot Pizza,₹339,Red-Hot Peri Peri Paneer with Classic Mozzarella Cheese + Cheddar Cheese + Onion ... read more
Olio - The Wood Fired Pizzeria,Farmhouse Pizza,₹339,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Five Pepper Pizza,₹339,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Greek Goddess Pizza,₹369,Our signature pizza crust loaded with feta cheese + mozzarella cheese + cheddar ... read more
Olio - The Wood Fired Pizzeria,Four Seasons Pizza,₹369,Our signature pizza crust loaded with feta cheese + mozzarella cheese + cheddar ... read more
Olio - The Wood Fired Pizzeria,Peri Peri Chicken Pizza,₹349,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Spicy Chicken Treat Pizza,₹339,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Chicken Kingdom Pizza,₹369,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Bacon States Pizza,₹369,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Creamy Fat Bacon Pizza,₹389,Our signature pizza crust loaded with feta cheese + mozzarella cheese + cheddar ... read more
Olio - The Wood Fired Pizzeria,Double Pork Pepperoni Pizza,₹389,Our signature pizza crust loaded with Feta Cheese + Mozzarella Cheese + Cheddar ... read more
Olio - The Wood Fired Pizzeria,Chicken Pepperoni Pizza,₹369,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Pork Pepperoni Pizza,₹369,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Spicy Chicken Pepperoni Pizza,₹369,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Pepperoni Bacon Pie Pizza,₹369,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Deluxe Veggie Pizza [Multigrain],₹299,"Delicious veggie pizza topped with classic mozzarella cheese, cheddar cheese, onion and green ... read more"
Olio - The Wood Fired Pizzeria,Paneer Red Hot Pizza [Multigrain],₹349,"Heat up the spirit with fiery paneer pizza! Comes with multigrain base, classic ... read more"
Olio - The Wood Fired Pizzeria,Farmhouse Pizza [Multigrain],₹349,"Yumm pizza, with multigrain base, classic mozzarella cheese, cheddar cheese, olives, red paprika, ... read more"
Olio - The Wood Fired Pizzeria,Fiery Chicken Pizza [Multigrain],₹359,"Heat up the spirit with fiery chicken pizza! Comes with multigrain base, classic ... read more"
Olio - The Wood Fired Pizzeria,Cheddar Chicken Tikka Pizza [Multigrain],₹359,"Cheesey pizza with multigrain base, classic mozzarella cheese, cheddar cheese, chicken tikka, olives ... read more"
Olio - The Wood Fired Pizzeria,Chicken Kingdom Pizza [Multigrain],₹379,"A kingdom of chicken in this pizza! Multigrain base, classic mozzarella cheese, cheddar ... read more"
Olio - The Wood Fired Pizzeria,Chicken Pepperoni Pizza [Multigrain],₹379,"Go pepperoni with this delicious pizza! Multigrain base, classic mozzarella cheese, cheddar cheese ... read more"
Olio - The Wood Fired Pizzeria,Half & Half Medium Pizza,₹513,Choose any two types of pizza to make your special half and half ... read more
Olio - The Wood Fired Pizzeria,Half & Half Large Pizza,₹698,Choose any two types of pizza flavours to make your special half and ... read more
Olio - The Wood Fired Pizzeria,Smoked Hawaiian Pizza,₹329,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Creamy Spinach Popeye Pizza,₹329,Our signature pizza crust loaded with Classic Mozzarella Cheese + Cheddar Cheese + ... read more
Olio - The Wood Fired Pizzeria,Italian Cheese Garlic Bread,₹219,"Our signature garlic bread baked in-house, topped with Jalapenos and corn! A perfect ... read more"
Olio - The Wood Fired Pizzeria,Italian Pork Pepperoni Cheese Garlic Bread,₹259,"Our signature garlic bread baked in-house, topped with pork pepperoni! A perfect compliment ... read more"
Olio - The Wood Fired Pizzeria,Bacon Cheese Garlic Bread,₹269,"Our signature garlic bread baked in-house, topped with bacon! A perfect compliment to ... read more"
Olio - The Wood Fired Pizzeria,Popeye's Spinach Garlic Bread,₹239,"Our signature garlic bread baked in-house, topped with creamy spinach, sundried tomatoes, feta ... read more"
Olio - The Wood Fired Pizzeria,Hawaiian Pineapple Garlic Bread,₹239,"Our signature garlic bread baked in-house, topped with smoked pineapple, peri peri paneer"
Olio - The Wood Fired Pizzeria,Coke [250ml],₹57,
Olio - The Wood Fired Pizzeria,Thums Up [250ml],₹57,
Olio - The Wood Fired Pizzeria,Sprite [250ml],₹57,
Olio - The Wood Fired Pizzeria,Mango Pineapple Smoothie,₹89,"100% Natural mango smoothie with pineapple. No added sugar, preservatives, or colour. Vegan-friendly ... read more"
Olio - The Wood Fired Pizzeria,Mixed Fruit Juice,₹89,"100% Natural fruit juice with mango, pineapple, sugarcane, pomegranate, and carrot. No added ... read more"
